Temp,Month
1.5150722487414185,1
0.7157788221710382,2
-0.9002934802739025,3
-0.24416183109089695,4
-1.1755311428194855,5
1.2444183826289372,6
1.717960391361198,7
-1.1417529330432457,8
-0.0020672711466255267,9
-0.12820179877605936,10
0.8955486222980182,11
0.4452220854594183,12
-1.3158243105402931,13
0.8476243478318579,14
0.52174660439489,15
1.292055093352592,16
1.3524364219650917,17
-2.010034995437436,18
-0.09990901427683463,19
0.19460679551783014,20
0.698864398909548,21
1.8391691672500636,22
1.0485166677803508,23
2.1936082088426416,24
2.1718934096384053,25
1.8939294918291467,26
1.7802285924085062,27
-2.406144699235894,28
-0.9736479069287762,29
0.052390986891085456,30
-0.5259105282643078,31
0.4838787665984944,32
-1.1831552776218281,33
-2.3309771540911925,34
0.7332082477332516,35
0.036260440158105145,36
1.0175689086413964,37
-0.6763516231797222,38
-2.8194895419170103,39
0.4003841948387197,40
0.8087715234096056,41
0.692974664044462,42
-1.7920365568873717,43
-2.236973380498478,44
0.08086141876977349,45
-0.9806471046226508,46
0.1235540716060255,47
-0.25654024196829395,48
-0.3608309215380853,49
0.7647593540709806,50
0.17094168605587623,51
-1.063413767233687,52
-2.1914816424235206,53
-0.6320614978886074,54
1.3546264512935957,55
0.563005002654687,56
1.97071664174099,57
1.6083605433165409,58
0.2871151951083152,59
2.3543732936171295,60
0.24415476261407426,61
0.3284453793066277,62
0.8651732724528813,63
-1.1266038088274897,64
0.47577741115206673,65
-1.3577459306527007,66
-1.1119659620199491,67
-0.27200347882536924,68
-1.477679590564708,69
-0.8314769149745604,70
-2.1556538693002114,71
-0.25964021996344055,72
-1.7571002687170183,73
-0.7006242152235954,74
-0.3020411466331539,75
1.0665814474973765,76
-2.986786991383667,77
-1.996826386967368,78
-0.9020192165139458,79
-0.12231402908140812,80
1.6693596940927913,81
0.17265847380881694,82
0.19923144541808258,83
1.1932995835538378,84
1.1053095434239575,85
3.3963780008408393,86
-0.19079728582507371,87
0.5887000457428724,88
2.760849379696701,89
1.7322079065014102,90
3.0849614842024375,91
0.5032586818042628,92
0.8482659164838835,93
0.9090480442028938,94
0.11601663624893943,95
1.0306891888286693,96
-0.6422997593858667,97
0.9939367692812379,98
0.21677024205356293,99
-1.898772796527313,100
-2.2650921977273484,101
-2.443621163398916,102
-3.4678680425179187,103
-0.52730475335207,104
-0.8301289922364654,105
-2.3314191791356285,106
-3.366437495751226,107
-1.1450689966368413,108
0.8121383168349274,109
0.762623454168938,110
0.9101292819935352,111
-0.6628372901421765,112
-2.4355079656888776,113
1.587786055015819,114
0.01603612841194524,115
1.9027069269195824,116
-0.5534140958870619,117
-3.127315788953306,118
1.0794511189609646,119
-0.018619154704764607,120
-0.49951989364854077,121
2.121606678264155,122
0.35911082675313655,123
0.8219772372094214,124
-0.10466082281764688,125
-0.29837184757768653,126
2.1756369006687035,127
-0.15381774370385992,128
-0.8616448462282724,129
-1.141322903468806,130
-2.1700970036423586,131
-0.28231204995214587,132
-1.297399073585049,133
0.08550583373691678,134
2.115709528467544,135
-0.42398844800367685,136
0.3161386285283465,137
-0.04006641048072257,138
1.9768492780147724,139
-1.041814349757163,140
-1.0354077264755732,141
-0.13874723773513853,142
-0.546922089869687,143
-0.3301212557616232,144
-2.1058529145624396,145
-4.013421866326138,146
-1.202203335507045,147
-2.49162878116219,148
-2.587604334588381,149
0.9325989479903806,150
-1.0830535710633968,151
1.1764624427257204,152
-1.5228842020942364,153
-0.7924929557597045,154
0.15065892821716065,155
0.6526129390846868,156
1.0019800336940579,157
1.0649860158947466,158
-1.160025625484686,159
1.8039527870263448,160
-1.7882667497721854,161
-2.0673597511541386,162
-1.3978274497464926,163
-0.0038699646173325775,164
0.9407293093130764,165
-0.3948003677550653,166
1.086985816931738,167
-0.2676154719074607,168
-0.8998034544243276,169
-0.09897085969382452,170
-2.892284446397752,171
-2.1293279971399888,172
-3.1456972977215965,173
-1.3298973678270318,174
-1.8651484840350612,175
-1.7818320197612654,176
-1.0582829170122594,177
0.4873398913420875,178
-0.1864351953928467,179
-0.8930894742781781,180
0.1741109903539709,181
1.2004337761787744,182
4.093271748327779,183
0.8934878027656059,184
1.0647189557591155,185
1.0893993060169809,186
-1.2166044574860293,187
-0.8123557558278961,188
0.9535090606952676,189
-0.06536110036343304,190
-0.45519947379397874,191
1.0906160417232873,192
1.555067483025935,193
0.36926628446702825,194
-0.2663320964050985,195
0.04059434887498736,196
-0.9528385717050553,197
0.37194806481168097,198
-0.8563600502281871,199
1.5314289112169832,200
0.37548985288542613,201
1.192014702371092,202
2.1491658242745295,203
2.965135016278793,204
0.1041050394798102,205
0.7731414391046469,206
-0.015519293734662876,207
0.4144018341521076,208
1.662272488151514,209
1.0297843694940902,210
1.365027534577243,211
1.2956365590245689,212
1.989671779949189,213
2.1565788115231674,214
-1.6478545911868179,215
-0.015072580399116159,216
-0.9799407317790121,217
0.2914247880125772,218
2.183316318081899,219
0.9371685639520451,220
-0.6022479082977186,221
-1.4735803601626312,222
1.3466243095977317,223
-0.3406841653526207,224
-0.44062791082682295,225
-1.4729408649956113,226
0.920055018653986,227
-0.052396403988641094,228
1.4988070028988396,229
-0.4040316607753287,230
-0.863502224909757,231
1.0139326026271247,232
0.5731643920910579,233
1.7570572361813466,234
-0.993571294142776,235
2.979196501169585,236
2.4766845939655022,237
1.4672451861933185,238
3.4068928155990905,239
2.3161082182953066,240
0.2101549405427047,241
-0.4085754433256925,242
0.5227944922626695,243
1.0338895161973316,244
2.1206921091953372,245
1.9048389055983679,246
1.2881878668011288,247
-2.2751085520886685,248
-0.2642546629364294,249
-0.6542111458940514,250
0.10057856323974751,251
0.8710377020843891,252
0.5650653942167841,253
2.6525355393595436,254
1.1020529978409153,255
-0.13160828909523725,256
-2.242834141485246,257
-1.85162739784168,258
-1.5888728793384768,259
-0.7444766496810337,260
-2.0786250894785807,261
-1.3589715522524006,262
-2.2344182395591714,263
-2.7984955031012886,264
-1.3170815221885266,265
-1.7125022902496057,266
-1.0412559914037274,267
-2.8428812247069124,268
-1.692723238738597,269
1.5241525601070254,270
-0.6813245378164121,271
-2.2783504624846027,272
-2.0422934190100617,273
-1.5646705994761223,274
-0.5585194698716668,275
-0.5339098935355543,276
-0.044549137339389255,277
1.5228315239113857,278
-1.4806961206254283,279
1.9790129667267005,280
1.6194751667688583,281
-0.06299718773765572,282
0.36259558743624254,283
-1.3249584313806286,284
-1.3429544611878506,285
0.4470582995505701,286
-1.296467507186705,287
-2.077332446232252,288
-2.403060497036088,289
-0.3966315868781414,290
1.964376334522465,291
1.3824211125527452,292
-0.39943349558524854,293
-0.018018368216694225,294
-2.0407159284018705,295
-1.804173295512963,296
-0.8970996997115973,297
-0.22357327766906188,298
-1.8600545610076895,299
-1.0505126791490755,300
